============================= test session starts =============================
platform win32 -- Python 3.14.3, pytest-9.0.2, pluggy-1.6.0 -- C:\Program Files\Python314\python.exe
cachedir: .pytest_cache
rootdir: C:\Users\yelron\OneDrive - Intel Corporation\Documents\VS Code Projects\InvestAI
configfile: pytest.ini
plugins: anyio-4.12.1, base-url-2.1.0, playwright-0.7.2
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:596: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_______________ TestMultiUserIsolation.test_watchlist_isolation _______________
tests\test_e2e.py:1093: in test_watchlist_isolation
    s_a = self._session_for(live_url, f"alice_wl_{tag}@e2e.local", "Alice123", "Alice")
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:1084: in _session_for
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for alice_wl_93b775@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_______________ TestMultiUserIsolation.test_portfolio_isolation _______________
tests\test_e2e.py:1112: in test_portfolio_isolation
    s_a = self._session_for(live_url, f"alice_pf_{tag}@e2e.local", "Alice123", "Alice PF")
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:1084: in _session_for
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for alice_pf_0133b8@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_____________ TestMultiUserIsolation.test_transactions_isolation ______________
tests\test_e2e.py:1138: in test_transactions_isolation
    s_a = self._session_for(live_url, f"alice_tx_{tag}@e2e.local", "Alice123", "Alice TX")
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:1084: in _session_for
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for alice_tx_baa1db@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
________________ TestMultiUserIsolation.test_alerts_isolation _________________
tests\test_e2e.py:1162: in test_alerts_isolation
    s_a = self._session_for(live_url, f"alice_al_{tag}@e2e.local", "Alice123", "Alice AL")
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:1084: in _session_for
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for alice_al_297ef8@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
__________ TestForgotPasswordAPI.test_reset_password_with_valid_code __________
tests\test_e2e.py:1408: in test_reset_password_with_valid_code
    .filter(PasswordReset.user_id == user.id, PasswordReset.used == 0)
                                     ^^^^^^^
E   AttributeError: 'NoneType' object has no attribute 'id'
__________ TestForgotPasswordAPI.test_reset_password_code_single_use __________
tests\test_e2e.py:1484: in test_reset_password_code_single_use
    .filter(PasswordReset.user_id == user.id, PasswordReset.used == 0)
                                     ^^^^^^^
E   AttributeError: 'NoneType' object has no attribute 'id'
______ TestForgotPasswordAPI.test_reset_password_short_password_rejected ______
tests\test_e2e.py:1516: in test_reset_password_short_password_rejected
    assert "4 characters" in resp.json()["detail"]
E   AssertionError: assert '4 characters' in 'Password must be at least 8 characters'
___________ TestActionPlanAPI.test_action_plan_endpoint_returns_200 ___________
tests\test_e2e.py:1661: in test_action_plan_endpoint_returns_200
    s = self._session(live_url, "ap_api_basic@e2e.local", "Pass1234", "AP Tester")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:1656: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
____________ TestActionPlanAPI.test_action_plan_summary_structure _____________
tests\test_e2e.py:1671: in test_action_plan_summary_structure
    s = self._session(live_url, "ap_api_summary@e2e.local", "Pass1234", "AP Summary")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:1656: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
__________ TestActionPlanAPI.test_action_plan_plan_has_valid_signals __________
tests\test_e2e.py:1682: in test_action_plan_plan_has_valid_signals
    s = self._session(live_url, "ap_api_signals@e2e.local", "Pass1234", "AP Signals")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:1656: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_________ TestActionPlanAPI.test_action_plan_stocks_have_allocations __________
tests\test_e2e.py:1696: in test_action_plan_stocks_have_allocations
    s = self._session(live_url, "ap_api_alloc@e2e.local", "Pass1234", "AP Alloc")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:1656: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
______ TestActionPlanAPI.test_action_plan_allocations_sum_to_investment _______
tests\test_e2e.py:1718: in test_action_plan_allocations_sum_to_investment
    s = self._session(live_url, "ap_api_dollars@e2e.local", "Pass1234", "AP Dollars")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:1656: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
______________ TestActionPlanAPI.test_action_plan_sector_filter _______________
tests\test_e2e.py:1731: in test_action_plan_sector_filter
    s = self._session(live_url, "ap_api_sector@e2e.local", "Pass1234", "AP Sector")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:1656: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_________ TestActionPlanAPI.test_action_plan_strengths_and_weaknesses _________
tests\test_e2e.py:1747: in test_action_plan_strengths_and_weaknesses
    s = self._session(live_url, "ap_api_sw@e2e.local", "Pass1234", "AP SW")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:1656: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_________ TestMarketDataIntegrity.test_market_api_returns_valid_data __________
tests\test_e2e.py:1975: in test_market_api_returns_valid_data
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
____________ TestOOMFixAPI.test_cache_status_returns_bounded_total ____________
tests\test_e2e.py:2061: in test_cache_status_returns_bounded_total
    s = self._session(live_url, "oom_cache@e2e.local", "Pass1234", "OOM Cache")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2054: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
________________ TestOOMFixAPI.test_pxd_not_in_stock_universe _________________
tests\test_e2e.py:2078: in test_pxd_not_in_stock_universe
    s = self._session(live_url, "oom_pxd@e2e.local", "Pass1234", "OOM PXD")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2054: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_______________ TestOOMFixAPI.test_pxd_not_in_trading_dashboard _______________
tests\test_e2e.py:2089: in test_pxd_not_in_trading_dashboard
    s = self._session(live_url, "oom_pxd_ta@e2e.local", "Pass1234", "OOM PXD TA")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2054: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_____________ TestOOMFixAPI.test_advisor_rankings_no_heavy_arrays _____________
tests\test_e2e.py:2105: in test_advisor_rankings_no_heavy_arrays
    s = self._session(live_url, "oom_advisor@e2e.local", "Pass1234", "OOM Advisor")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2054: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
______________ TestOOMFixAPI.test_trading_dashboard_picks_capped ______________
tests\test_e2e.py:2141: in test_trading_dashboard_picks_capped
    s = self._session(live_url, "oom_trading@e2e.local", "Pass1234", "OOM Trading")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2054: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
______________ TestOOMFixAPI.test_trading_dashboard_has_progress ______________
tests\test_e2e.py:2152: in test_trading_dashboard_has_progress
    s = self._session(live_url, "oom_ta_prog@e2e.local", "Pass1234", "OOM TA Prog")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2054: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_________________ TestOOMFixAPI.test_market_home_returns_data _________________
tests\test_e2e.py:2169: in test_market_home_returns_data
    s = self._session(live_url, "oom_mkt@e2e.local", "Pass1234", "OOM Market")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2054: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_____________ TestOOMFixAPI.test_value_scanner_returns_structure ______________
tests\test_e2e.py:2189: in test_value_scanner_returns_structure
    s = self._session(live_url, "oom_vs@e2e.local", "Pass1234", "OOM VS")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2054: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
______________ TestOOMFixAPI.test_trading_dashboard_has_packages ______________
tests\test_e2e.py:2209: in test_trading_dashboard_has_packages
    s = self._session(live_url, "oom_ta_pkg@e2e.local", "Pass1234", "OOM TA Pkg")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2054: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
________ TestOOMFixAPI.test_advisor_single_stock_still_has_indicators _________
tests\test_e2e.py:2218: in test_advisor_single_stock_still_has_indicators
    s = self._session(live_url, "oom_single@e2e.local", "Pass1234", "OOM Single")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2054: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_________ TestYahooOnlyDataFlow.test_featured_returns_all_six_stocks __________
tests\test_e2e.py:2300: in test_featured_returns_all_six_stocks
    s = self._session(live_url, "yahoo_feat@e2e.local", "Pass1234", "Yahoo Feat")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2276: in _session
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for yahoo_feat@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
__________ TestYahooOnlyDataFlow.test_featured_prices_are_realistic ___________
tests\test_e2e.py:2314: in test_featured_prices_are_realistic
    s = self._session(live_url, "yahoo_real@e2e.local", "Pass1234", "Yahoo Real")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2276: in _session
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for yahoo_real@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
___________ TestYahooOnlyDataFlow.test_featured_have_change_percent ___________
tests\test_e2e.py:2326: in test_featured_have_change_percent
    s = self._session(live_url, "yahoo_chg@e2e.local", "Pass1234", "Yahoo Chg")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2276: in _session
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for yahoo_chg@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_______ TestYahooOnlyDataFlow.test_featured_sparklines_have_data_points _______
tests\test_e2e.py:2343: in test_featured_sparklines_have_data_points
    s = self._session(live_url, "yahoo_spark@e2e.local", "Pass1234", "Yahoo Spark")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2276: in _session
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for yahoo_spark@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
______________ TestYahooOnlyDataFlow.test_sparkline_points_count ______________
tests\test_e2e.py:2364: in test_sparkline_points_count
    s = self._session(live_url, "yahoo_spcnt@e2e.local", "Pass1234", "Yahoo SpCnt")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2276: in _session
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for yahoo_spcnt@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
____________ TestYahooOnlyDataFlow.test_ticker_returns_all_symbols ____________
tests\test_e2e.py:2378: in test_ticker_returns_all_symbols
    s = self._session(live_url, "yahoo_tick@e2e.local", "Pass1234", "Yahoo Tick")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2276: in _session
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for yahoo_tick@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
______ TestYahooOnlyDataFlow.test_home_returns_both_ticker_and_featured _______
tests\test_e2e.py:2394: in test_home_returns_both_ticker_and_featured
    s = self._session(live_url, "yahoo_home@e2e.local", "Pass1234", "Yahoo Home")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2276: in _session
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for yahoo_home@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
__________ TestYahooOnlyDataFlow.test_home_featured_have_sparklines ___________
tests\test_e2e.py:2406: in test_home_featured_have_sparklines
    s = self._session(live_url, "yahoo_hmspark@e2e.local", "Pass1234", "Yahoo HmSp")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2276: in _session
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for yahoo_hmspark@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
__________ TestYahooOnlyDataFlow.test_home_no_error_text_in_response __________
tests\test_e2e.py:2417: in test_home_no_error_text_in_response
    s = self._session(live_url, "yahoo_noerr@e2e.local", "Pass1234", "Yahoo NoErr")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2276: in _session
    assert resp.status_code == 200, f"Login failed for {email}: {resp.text}"
E   AssertionError: Login failed for yahoo_noerr@e2e.local: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_______ TestAdvisorPerfAPI.test_trading_advisor_total_matches_universe ________
tests\test_e2e.py:2536: in test_trading_advisor_total_matches_universe
    s = self._session(live_url, "perf_total@e2e.local", "Pass1234", "Perf Total")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2528: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
___________ TestAdvisorPerfAPI.test_trading_advisor_progress_fields ___________
tests\test_e2e.py:2552: in test_trading_advisor_progress_fields
    s = self._session(live_url, "perf_prog@e2e.local", "Pass1234", "Perf Prog")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2528: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
__________ TestAdvisorPerfAPI.test_trading_advisor_all_five_packages __________
tests\test_e2e.py:2571: in test_trading_advisor_all_five_packages
    s = self._session(live_url, "perf_pkg@e2e.local", "Pass1234", "Perf Pkg")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2528: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_______ TestAdvisorPerfAPI.test_trading_advisor_responds_within_timeout _______
tests\test_e2e.py:2594: in test_trading_advisor_responds_within_timeout
    s = self._session(live_url, "perf_time@e2e.local", "Pass1234", "Perf Time")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2528: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
__________ TestAdvisorPerfAPI.test_trading_advisor_market_mood_valid __________
tests\test_e2e.py:2608: in test_trading_advisor_market_mood_valid
    s = self._session(live_url, "perf_mood@e2e.local", "Pass1234", "Perf Mood")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2528: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_____________ TestAdvisorPerfAPI.test_cache_warmer_signals_ready ______________
tests\test_e2e.py:2627: in test_cache_warmer_signals_ready
    s = self._session(live_url, "perf_warm@e2e.local", "Pass1234", "Perf Warm")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2528: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
___________ TestAdvisorPerfAPI.test_concurrent_api_calls_dont_block ___________
tests\test_e2e.py:2663: in test_concurrent_api_calls_dont_block
    s = self._session(live_url, "perf_conc@e2e.local", "Pass1234", "Perf Conc")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2528: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_________ TestAdvisorPerfAPI.test_candle_cache_speeds_up_repeat_calls _________
tests\test_e2e.py:2703: in test_candle_cache_speeds_up_repeat_calls
    s = self._session(live_url, "perf_cache@e2e.local", "Pass1234", "Perf Cache")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2528: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_______________ TestAdvisorPerfAPI.test_all_picks_capped_at_30 ________________
tests\test_e2e.py:2738: in test_all_picks_capped_at_30
    s = self._session(live_url, "perf_cap@e2e.local", "Pass1234", "Perf Cap")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2528: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
______________ TestAdvisorPerfAPI.test_stock_detail_returns_data ______________
tests\test_e2e.py:2750: in test_stock_detail_returns_data
    s = self._session(live_url, "perf_detail@e2e.local", "Pass1234", "Perf Detail")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2528: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
__________ TestAdvisorPerfAPI.test_value_scanner_responds_with_stats __________
tests\test_e2e.py:2772: in test_value_scanner_responds_with_stats
    s = self._session(live_url, "perf_vs@e2e.local", "Pass1234", "Perf VS")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2528: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_______ TestSmartAdvisorCacheHit.test_advisor_analyze_returns_under_5s ________
tests\test_e2e.py:2967: in test_advisor_analyze_returns_under_5s
    s = self._session(live_url, "cache_hit@e2e.local", "Pass1234", "Cache Hit")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2958: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_________ TestSmartAdvisorCacheHit.test_advisor_analyze_has_rankings __________
tests\test_e2e.py:2995: in test_advisor_analyze_has_rankings
    s = self._session(live_url, "cache_rank@e2e.local", "Pass1234", "Cache Rank")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2958: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
___ TestSmartAdvisorCacheHit.test_advisor_float_and_int_amount_same_result ____
tests\test_e2e.py:3022: in test_advisor_float_and_int_amount_same_result
    s = self._session(live_url, "cache_eq@e2e.local", "Pass1234", "Cache Eq")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:2958: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
=========================== short test summary info ===========================
FAILED tests/test_e2e.py::TestLogin::test_successful_login[chromium] - playwright._impl._errors.TimeoutError: Timeout 15000ms exceeded.
=========================== logs ===========================
